gid,role,role_score,cluster_id,priority_score,evidence
100000008603629100,coordinator,0.936,1,1.0,"Хаб: 19 плательщиков → 61 получателей; вход 1.8 млн ₸, выход 5 млн ₸; связан с 19 ключевыми узлами; возвратных циклов: 96"
100000003115284100,consolidator,0.813,1,0.9972,Сбор от 8 плательщиков (seed: 2): 2.2 млн ₸; дальше ушло 24% (2 получ.); деньги 9 seed доходят до узла
100000000331309100,coordinator,0.833,4,0.9879,"Хаб: 5 плательщиков → 99 получателей; вход 985 тыс ₸, выход 23 млн ₸; связан с 11 ключевыми узлами; возвратных циклов: 1"
100000000437046100,coordinator,0.831,10,0.9798,"Хаб: 9 плательщиков → 42 получателей; вход 1.1 млн ₸, выход 7.6 млн ₸; связан с 15 ключевыми узлами; возвратных циклов: 45"
100000003684369100,coordinator,0.961,5,0.9493,"Хаб: 24 плательщиков (seed: 1) → 62 получателей; вход 3.8 млн ₸, выход 8.6 млн ₸; связан с 16 ключевыми узлами; возвратных циклов: 1"
100000008477350100,coordinator,0.847,1,0.9396,"Хаб: 11 плательщиков → 39 получателей; вход 610 тыс ₸, выход 3.4 млн ₸; связан с 14 ключевыми узлами; возвратных циклов: 46"
100000008165763100,coordinator,0.819,1,0.9054,"Хаб: 15 плательщиков (seed: 1) → 17 получателей; вход 1.2 млн ₸, выход 1.3 млн ₸; связан с 13 ключевыми узлами"
100000004400305100,coordinator,0.854,1,0.8911,"Хаб: 7 плательщиков → 82 получателей; вход 223 тыс ₸, выход 5.8 млн ₸; связан с 24 ключевыми узлами; возвратных циклов: 34"
100000002224132100,consolidator,0.637,21,0.8897,"Сбор от 5 плательщиков: 4 млн ₸; отдал 12.1 млн ₸ 4 получ. — больше, чем получил в выборке"
100000004299488100,consolidator,0.727,1,0.8817,Сбор от 6 плательщиков (seed: 1): 1.7 млн ₸; дальше ушло 20% (2 получ.); деньги 3 seed доходят до узла
100000007055802100,consolidator,0.74,1,0.8741,Сбор от 6 плательщиков (seed: 1): 2 млн ₸; дальше ушло 30% (1 получ.); деньги 3 seed доходят до узла
100000004015047100,consolidator,0.882,8,0.8705,Сбор от 9 плательщиков (seed: 3): 919 тыс ₸; дальше ушло 8% (1 получ.); деньги 8 seed доходят до узла
100000008547948100,coordinator,0.744,2,0.8686,"Хаб: 6 плательщиков → 26 получателей; вход 213 тыс ₸, выход 5.2 млн ₸; связан с 9 ключевыми узлами; возвратных циклов: 3"
100000004156082100,distributor,0.786,3,0.8521,"Веер: 26 получателей при 5 плательщиках; разослал 2.3 млн ₸, в среднем 80 тыс ₸ за перевод"
100000006866783100,coordinator,0.903,1,0.82,"Хаб: 13 плательщиков → 67 получателей; вход 839 тыс ₸, выход 3.9 млн ₸; связан с 18 ключевыми узлами; возвратных циклов: 85"
100000006889963100,consolidator,0.721,10,0.8184,Сбор от 4 плательщиков (seed: 2): 1.4 млн ₸; дальше ушло 31% (1 получ.); деньги 9 seed доходят до узла
100000003016635100,distributor,0.937,3,0.8136,"Веер: 73 получателей при 8 плательщиках; разослал 9.4 млн ₸, в среднем 62 тыс ₸ за перевод; вход занижен (seed)"
100000008346837100,coordinator,0.741,13,0.8104,"Хаб: 9 плательщиков → 25 получателей; вход 254 тыс ₸, выход 1.3 млн ₸; связан с 6 ключевыми узлами; возвратных циклов: 20"
100000002578405100,distributor,0.997,19,0.8031,"Веер: 116 получателей при 2 плательщиках; разослал 3.1 млн ₸, в среднем 26 тыс ₸ за перевод"
100000002398779100,consolidator,0.809,1,0.8018,Сбор от 13 плательщиков: 1.1 млн ₸; дальше ушло 6% (1 получ.); деньги 5 seed доходят до узла
100000008748914100,distributor,0.703,5,0.7992,"Веер: 13 получателей при 2 плательщиках; разослал 4.5 млн ₸, в среднем 213 тыс ₸ за перевод"
100000008489922100,distributor,0.85,2,0.7838,"Веер: 36 получателей при 3 плательщиках; разослал 3.8 млн ₸, в среднем 92 тыс ₸ за перевод"
100000001857829100,coordinator,0.648,9,0.7687,"Хаб: 6 плательщиков → 16 получателей; вход 889 тыс ₸, выход 2.4 млн ₸; связан с 5 ключевыми узлами; возвратных циклов: 5"
100000005242320100,distributor,0.778,11,0.7646,"Веер: 21 получателей при 2 плательщиках; разослал 8.9 млн ₸, в среднем 308 тыс ₸ за перевод"
100000007594394100,consolidator,0.698,18,0.7646,"Сбор от 6 плательщиков: 395 тыс ₸; отдал 3.4 млн ₸ 1 получ. — больше, чем получил в выборке; деньги 4 seed доходят до узла"
100000003701161100,consolidator,0.651,23,0.7605,Сбор от 4 плательщиков (seed: 1): 1.5 млн ₸; дальше ушло 23% (3 получ.); деньги 3 seed доходят до узла
100000008637537100,consolidator,0.646,10,0.7602,"Сбор от 3 плательщиков (seed: 2): 620 тыс ₸; отдал 2.4 млн ₸ 3 получ. — больше, чем получил в выборке; деньги 4 seed доходят до узла"
100000005704413100,distributor,0.833,15,0.76,"Веер: 32 получателей при 3 плательщиках; разослал 1.4 млн ₸, в среднем 39 тыс ₸ за перевод"
100000005933757100,distributor,0.836,16,0.7581,"Веер: 34 получателей при 4 плательщиках; разослал 3 млн ₸, в среднем 65 тыс ₸ за перевод"
100000005910114100,distributor,0.752,1,0.7545,"Веер: 19 получателей при 3 плательщиках; разослал 1.5 млн ₸, в среднем 26 тыс ₸ за перевод"
100000002957787100,distributor,0.836,1,0.747,"Веер: 34 получателей при 4 плательщиках; разослал 1.3 млн ₸, в среднем 31 тыс ₸ за перевод"
100000008304139100,distributor,0.781,20,0.7405,"Веер: 24 получателей при 4 плательщиках; разослал 1.7 млн ₸, в среднем 39 тыс ₸ за перевод"
100000005339662100,consolidator,0.642,3,0.7368,"Сбор от 4 плательщиков (seed: 1): 203 тыс ₸; отдал 295 тыс ₸ 4 получ. — больше, чем получил в выборке; деньги 3 seed доходят до узла"
100000005782781100,coordinator,0.662,18,0.7324,"Хаб: 6 плательщиков → 10 получателей; вход 172 тыс ₸, выход 1.3 млн ₸; связан с 8 ключевыми узлами; возвратных циклов: 6"
100000003242289100,distributor,0.782,14,0.732,"Веер: 23 получателей при 3 плательщиках; разослал 2.4 млн ₸, в среднем 91 тыс ₸ за перевод"
100000004351795100,distributor,0.701,14,0.7178,"Веер: 14 получателей при 3 плательщиках; разослал 1.7 млн ₸, в среднем 46 тыс ₸ за перевод"
100000002838861100,consolidator,0.755,6,0.7157,Сбор от 5 плательщиков (seed: 2): 555 тыс ₸; дальше ушло 2% (1 получ.); деньги 4 seed доходят до узла
100000004135268100,transit,0.844,29,0.7152,"Пропуск 81%: получил 1.2 млн ₸ от 2, отдал 1 млн ₸ 3 получ.; 69% ушло ≤2 дн. после поступления"
100000003880331100,distributor,0.749,9,0.7114,"Веер: 16 получателей при 1 плательщиках; разослал 3.9 млн ₸, в среднем 126 тыс ₸ за перевод"
100000001697501100,distributor,0.858,12,0.7094,"Веер: 38 получателей при 3 плательщиках; разослал 1.5 млн ₸, в среднем 27 тыс ₸ за перевод"
100000008748408100,distributor,0.787,8,0.7092,"Веер: 21 получателей при 1 плательщиках; разослал 1.5 млн ₸, в среднем 68 тыс ₸ за перевод"
100000004071080100,consolidator,0.789,1,0.7077,Сбор от 9 плательщиков (seed: 1): 239 тыс ₸; дальше ушло 19% (2 получ.)
100000006274203100,terminal,0.904,18,0.7055,"Получил 3.4 млн ₸ от 2 плательщиков, дальше ушло лишь 2% (исходящие наблюдаемы); деньги 4 seed доходят до узла"
100000004070318100,distributor,0.742,1,0.7026,"Веер: 19 получателей при 4 плательщиках; разослал 552 тыс ₸, в среднем 15 тыс ₸ за перевод"
100000000661912100,consolidator,0.698,1,0.7021,Сбор от 5 плательщиков (seed: 1): 393 тыс ₸; дальше ушло 110% (2 получ.)
100000002718366100,consolidator,0.716,2,0.6985,Сбор от 6 плательщиков: 2.5 млн ₸; дальше не ушло ничего; деньги 5 seed доходят до узла
100000008710791100,distributor,0.782,2,0.6897,"Веер: 23 получателей при 3 плательщиках; разослал 5.5 млн ₸, в среднем 221 тыс ₸ за перевод"
100000002894076100,consolidator,0.746,6,0.6854,Сбор от 4 плательщиков (seed: 2): 1.1 млн ₸; дальше не ушло ничего; деньги 7 seed доходят до узла
100000000343175100,coordinator,0.76,7,0.6829,"Хаб: 8 плательщиков (seed: 1) → 31 получателей; вход 179 тыс ₸, выход 4 млн ₸; связан с 7 ключевыми узлами"
100000008730846100,consolidator,0.699,1,0.6802,"Сбор от 7 плательщиков: 155 тыс ₸; отдал 363 тыс ₸ 3 получ. — больше, чем получил в выборке; деньги 4 seed доходят до узла"
100000002527114100,distributor,0.995,12,0.6782,"Веер: 111 получателей при 3 плательщиках; разослал 3.3 млн ₸, в среднем 29 тыс ₸ за перевод; вход занижен (seed)"
100000001732159100,transit,0.743,10,0.6764,"Признаки передачи средств seed: вход неполон; переправил 1.5 млн ₸ 4 получ., 31% — одному"
100000000706545100,terminal,0.897,3,0.6757,"Получил 1.1 млн ₸ от 3 плательщиков (seed: 1), дальше ушло лишь 7% (исходящие наблюдаемы)"
100000001330685100,terminal,0.934,4,0.6754,"Получил 2.4 млн ₸ от 3 плательщиков (seed: 1), дальше ушло лишь 4% (исходящие наблюдаемы); деньги 3 seed доходят до узла"
100000005660203100,terminal,0.773,3,0.6725,"Получил 573 тыс ₸ от 1 плательщиков, дальше ушло лишь 7% (исходящие наблюдаемы); деньги 3 seed доходят до узла"
100000007629096100,consolidator,0.638,20,0.6717,Сбор от 4 плательщиков: 1.1 млн ₸; дальше ушло 71% (1 получ.); деньги 3 seed доходят до узла
100000004759121100,consolidator,0.727,10,0.6705,Сбор от 6 плательщиков (seed: 1): 710 тыс ₸; дальше ушло 44% (2 получ.); деньги 3 seed доходят до узла
100000006518161100,transit,0.775,3,0.6672,"Пропуск 100%: получил 594 тыс ₸ от 3, отдал 596 тыс ₸ 2 получ."
100000003404627100,consolidator,0.705,10,0.6641,Сбор от 4 плательщиков (seed: 1): 878 тыс ₸; дальше не ушло ничего; деньги 5 seed доходят до узла
100000005382566100,consolidator,0.846,7,0.6639,Сбор от 7 плательщиков (seed: 6): 393 тыс ₸; дальше ушло 13% (1 получ.); деньги 11 seed доходят до узла
100000008547844100,distributor,0.752,2,0.6609,"Веер: 19 получателей при 3 плательщиках; разослал 2 млн ₸, в среднем 97 тыс ₸ за перевод"
100000008465789100,distributor,0.749,2,0.6598,"Веер: 16 получателей при 1 плательщиках; разослал 1.9 млн ₸, в среднем 109 тыс ₸ за перевод"
100000004892144100,terminal,0.9,21,0.6571,"Получил 4.5 млн ₸ от 2 плательщиков, дальше ушло лишь 4% (исходящие наблюдаемы)"
100000008517538100,distributor,0.734,2,0.6484,"Веер: 17 получателей при 3 плательщиках; разослал 1.4 млн ₸, в среднем 80 тыс ₸ за перевод"
100000004160650100,distributor,0.66,24,0.6448,"Веер: 10 получателей при 2 плательщиках; разослал 1.5 млн ₸, в среднем 37 тыс ₸ за перевод"
100000003796063100,distributor,0.739,1,0.6412,"Веер: 15 получателей при 1 плательщиках; разослал 959 тыс ₸, в среднем 42 тыс ₸ за перевод"
100000000332284100,consolidator,0.755,4,0.6362,"Сбор от 10 плательщиков: 107 тыс ₸; отдал 290 тыс ₸ 3 получ. — больше, чем получил в выборке; деньги 3 seed доходят до узла"
100000005514161100,consolidator,0.68,8,0.6231,Сбор от 4 плательщиков (seed: 1): 402 тыс ₸; дальше ушло 12% (1 получ.); деньги 6 seed доходят до узла
100000008743913100,distributor,0.688,2,0.6226,"Веер: 13 получателей при 3 плательщиках; разослал 1.9 млн ₸, в среднем 142 тыс ₸ за перевод"
100000001162560100,distributor,0.707,6,0.6211,"Веер: 12 получателей при 1 плательщиках; разослал 2.9 млн ₸, в среднем 207 тыс ₸ за перевод"
100000003635170100,transit,0.819,7,0.6179,"Пропуск 94%: получил 268 тыс ₸ от 3, отдал 254 тыс ₸ 4 получ.; 36% ушло ≤2 дн. после поступления"
100000001282143100,consolidator,0.692,2,0.6178,Сбор от 5 плательщиков: 1.7 млн ₸; дальше не ушло ничего; деньги 5 seed доходят до узла
100000005578559100,distributor,0.778,15,0.6171,"Веер: 21 получателей при 2 плательщиках; разослал 893 тыс ₸, в среднем 39 тыс ₸ за перевод"
100000008560717100,consolidator,0.763,4,0.6126,Сбор от 7 плательщиков (seed: 1): 529 тыс ₸; дальше ушло 5% (1 получ.); деньги 3 seed доходят до узла
100000001072022100,terminal,0.933,5,0.6086,"Получил 1.7 млн ₸ от 3 плательщиков (seed: 1), исходящих нет (исходящие наблюдаемы); деньги 5 seed доходят до узла"
100000002547110100,consolidator,0.716,2,0.6079,Сбор от 6 плательщиков: 1.5 млн ₸; дальше не ушло ничего; деньги 3 seed доходят до узла
100000001899164100,consolidator,0.651,17,0.6078,Сбор от 4 плательщиков (seed: 1): 292 тыс ₸; дальше ушло 26% (3 получ.); деньги 5 seed доходят до узла
100000004159526100,consolidator,0.642,16,0.6077,Сбор от 4 плательщиков (seed: 1): 275 тыс ₸; дальше ушло 25% (4 получ.); деньги 3 seed доходят до узла
100000002605308100,terminal,0.942,16,0.6058,"Получил 2.6 млн ₸ от 3 плательщиков, исходящих нет (исходящие наблюдаемы); деньги 4 seed доходят до узла"
100000000594783100,terminal,0.838,21,0.6049,"Получил 2.6 млн ₸ от 1 плательщиков, дальше ушло лишь 6% (исходящие наблюдаемы)"
100000000552584100,terminal,0.845,21,0.6026,"Получил 2.5 млн ₸ от 1 плательщиков, дальше ушло лишь 2% (исходящие наблюдаемы)"
100000008512827100,distributor,0.64,2,0.6019,"Веер: 10 получателей при 3 плательщиках; разослал 1.9 млн ₸, в среднем 194 тыс ₸ за перевод"
100000008686313100,peripheral,0.5,10,0.6016,"Получил 1.9 млн ₸ от 6, отдал 334 тыс ₸ 7 получ., пропуск 17%; пороги ролей не достигнуты"
100000008546855100,consolidator,0.685,18,0.5981,Сбор от 6 плательщиков: 72 тыс ₸; дальше ушло 14% (2 получ.); деньги 3 seed доходят до узла
100000008723830100,transit,0.993,3,0.5938,"Пропуск 99%: получил 460 тыс ₸ от 2, отдал 455 тыс ₸ 1 получ.; 99% ушло ≤2 дн. после поступления"
100000005171642100,transit,0.965,2,0.5929,"Пропуск 98%: получил 697 тыс ₸ от 2, отдал 684 тыс ₸ 1 получ.; 89% ушло ≤2 дн. после поступления"
100000007442518100,peripheral,0.5,11,0.5926,"Получил 510 тыс ₸ от 5, отдал 4.4 млн ₸ 9 получ., пропуск 867%; пороги ролей не достигнуты"
100000008466579100,distributor,0.746,2,0.5924,"Веер: 17 получателей при 2 плательщиках; разослал 1.9 млн ₸, в среднем 97 тыс ₸ за перевод"
100000007939160100,terminal,0.8,33,0.5923,"Получил 795 тыс ₸ от 1 плательщиков (seed: 1), дальше ушло лишь 2% (исходящие наблюдаемы)"
100000004221668100,consolidator,0.609,2,0.5914,Сбор от 4 плательщиков: 1.1 млн ₸; дальше ушло 65% (3 получ.)
100000004150593100,distributor,0.694,3,0.5888,"Веер: 11 получателей при 1 плательщиках; разослал 871 тыс ₸, в среднем 54 тыс ₸ за перевод"
100000001303311100,consolidator,0.692,2,0.5878,Сбор от 5 плательщиков: 1.3 млн ₸; дальше не ушло ничего; деньги 3 seed доходят до узла
100000003718221100,transit,0.874,23,0.5878,"Пропуск 121%: получил 350 тыс ₸ от 2, отдал 424 тыс ₸ 4 получ.; 77% ушло ≤2 дн. после поступления"
100000003854444100,distributor,0.73,18,0.5868,"Веер: 14 получателей при 1 плательщиках; разослал 2.3 млн ₸, в среднем 166 тыс ₸ за перевод"
100000004486525100,consolidator,0.729,1,0.5867,Сбор от 8 плательщиков: 361 тыс ₸; дальше ушло 75% (2 получ.); деньги 3 seed доходят до узла
100000006972210100,consolidator,0.75,6,0.5864,Сбор от 3 плательщиков (seed: 3): 489 тыс ₸; дальше не ушло ничего; деньги 7 seed доходят до узла
100000008413748100,distributor,0.754,4,0.5845,"Веер: 18 получателей при 2 плательщиках; разослал 1.4 млн ₸, в среднем 66 тыс ₸ за перевод"
100000006734214100,consolidator,0.645,4,0.5843,Сбор от 5 плательщиков: 610 тыс ₸; дальше ушло 6% (3 получ.); деньги 3 seed доходят до узла
100000004041163100,transit,0.806,7,0.5823,"Признаки передачи средств seed: вход неполон; переправил 866 тыс ₸ 2 получ., 81% — одному"
100000008324800100,transit,0.856,20,0.5812,"Пропуск 97%: получил 526 тыс ₸ от 3, отдал 511 тыс ₸ 1 получ.; 47% ушло ≤2 дн. после поступления"
100000002849158100,transit,0.785,2,0.5798,"Пропуск 182%: получил 723 тыс ₸ от 3, отдал 1.3 млн ₸ 1 получ.; 100% ушло ≤2 дн. после поступления"
100000003265158100,consolidator,0.658,17,0.5783,Сбор от 3 плательщиков (seed: 2): 146 тыс ₸; дальше ушло 106% (2 получ.); деньги 4 seed доходят до узла
100000003071930100,terminal,0.868,6,0.5773,"Получил 478 тыс ₸ от 3 плательщиков (seed: 1), дальше ушло лишь 1% (исходящие наблюдаемы); деньги 5 seed доходят до узла"
100000007777377100,terminal,0.772,5,0.5763,"Получил 456 тыс ₸ от 1 плательщиков, дальше ушло лишь 2% (исходящие наблюдаемы); деньги 4 seed доходят до узла"
100000002173161100,terminal,0.925,3,0.5744,"Получил 1.4 млн ₸ от 3 плательщиков (seed: 1), исходящих нет (исходящие наблюдаемы); деньги 3 seed доходят до узла"
100000004820260100,transit,0.799,3,0.5698,"Пропуск 92%: получил 234 тыс ₸ от 1, отдал 215 тыс ₸ 3 получ.; 32% ушло ≤2 дн. после поступления"
100000005820746100,terminal,0.844,21,0.5677,"Получил 2 млн ₸ от 1 плательщиков, дальше ушло лишь 3% (исходящие наблюдаемы)"
100000001616816100,consolidator,0.645,8,0.567,Сбор от 5 плательщиков: 176 тыс ₸; дальше ушло 103% (3 получ.); деньги 7 seed доходят до узла
100000002175422100,peripheral,0.5,25,0.561,"Получил 68 тыс ₸ от 3, отдал 1.6 млн ₸ 6 получ., пропуск 2367%; пороги ролей не достигнуты"
100000008111003100,consolidator,0.698,1,0.5607,Сбор от 6 плательщиков: 223 тыс ₸; дальше ушло 16% (1 получ.); деньги 3 seed доходят до узла
100000004603109100,peripheral,0.5,21,0.5591,"Получил 2.7 млн ₸ от 3, отдал 400 тыс ₸ 2 получ., пропуск 15%; пороги ролей не достигнуты"
100000005778283100,consolidator,0.708,18,0.5589,Сбор от 3 плательщиков (seed: 2): 616 тыс ₸; дальше не ушло ничего; деньги 4 seed доходят до узла
100000008659445100,transit,0.707,31,0.558,"Признаки передачи средств seed: вход неполон; переправил 875 тыс ₸ 4 получ., 31% — одному"
100000004962193100,consolidator,0.754,1,0.5579,Сбор от 8 плательщиков: 900 тыс ₸; дальше не ушло ничего; деньги 3 seed доходят до узла
100000002958343100,peripheral,0.5,6,0.5576,"Получил 2.9 млн ₸ от 1, отдал 1.4 млн ₸ 2 получ., пропуск 48%; пороги ролей не достигнуты"
100000001937767100,peripheral,0.5,16,0.5575,"Получил 53 тыс ₸ от 1, отдал 1.9 млн ₸ 4 получ., пропуск 3647%; пороги ролей не достигнуты"
100000006707582100,distributor,0.715,15,0.5542,"Веер: 14 получателей при 2 плательщиках; разослал 961 тыс ₸, в среднем 64 тыс ₸ за перевод"
100000002723538100,distributor,0.674,1,0.5528,"Веер: 12 получателей при 3 плательщиках; разослал 560 тыс ₸, в среднем 40 тыс ₸ за перевод"
100000003741418100,consolidator,0.739,1,0.5517,Сбор от 9 плательщиков: 152 тыс ₸; дальше ушло 26% (3 получ.); деньги 3 seed доходят до узла
100000003004487100,consolidator,0.663,25,0.5493,"Сбор от 4 плательщиков (seed: 1): 184 тыс ₸; отдал 265 тыс ₸ 2 получ. — больше, чем получил в выборке"
100000007593823100,distributor,0.688,1,0.5486,"Веер: 13 получателей при 3 плательщиках; разослал 163 тыс ₸, в среднем 8 тыс ₸ за перевод"
100000008571433100,transit,0.826,29,0.5472,"Признаки передачи средств seed: вход неполон; переправил 1.4 млн ₸ 2 получ., 74% — одному"
100000008144528100,consolidator,0.692,3,0.5469,Сбор от 5 плательщиков: 1.1 млн ₸; дальше не ушло ничего; деньги 4 seed доходят до узла
100000000274067100,peripheral,0.5,6,0.5451,"Получил 518 тыс ₸ от 2, отдал 3 млн ₸ 3 получ., пропуск 573%; пороги ролей не достигнуты"
100000002371751100,transit,0.882,40,0.5448,"Пропуск 125%: получил 200 тыс ₸ от 1, отдал 250 тыс ₸ 1 получ.; 85% ушло ≤2 дн. после поступления"
100000008742053100,distributor,0.707,2,0.5407,"Веер: 12 получателей при 1 плательщиках; разослал 2.8 млн ₸, в среднем 232 тыс ₸ за перевод"
