cluster_id,n_nodes,n_seed,sum_kzt_internal,top_gids,hypothesis
0,19,19,0.0,100000000456947100;100000005495722100;100000008669037100;100000008513251100;100000008205000100,"19 узлов без единого перевода ≥5 тыс ₸ внутри банка за период — это не группа, а отсутствие данных. Гипотеза: работают через наличные/другие банки; нужен запрос выписок."
1,343,1,33415554.38,100000008603629100;100000003115284100;100000008477350100;100000008165763100;100000004400305100,"343 узлов, 1 seed, внутр. оборот 33.4 млн ₸. Признаки ядра сети: 5 координатор(а) (04400305, 06866783, 08165763) одновременно собирают и раздают средства, связаны с другими ключевыми узлами; 45 узлов в возвратных циклах. Гипотеза: центр управления потоками/обналичивания — проверять первым. Ключевой узел: 08603629 (coordinator, 19→61)."
2,180,1,43571164.62,100000008547948100;100000008489922100;100000002718366100;100000008710791100;100000008547844100,"180 узлов, 1 seed, внутр. оборот 43.6 млн ₸. Признаки ядра сети: 1 координатор(а) (08547948) одновременно собирают и раздают средства, связаны с другими ключевыми узлами; 12 узлов в возвратных циклах. Гипотеза: центр управления потоками/обналичивания — проверять первым. Ключевой узел: 08547948 (coordinator, 6→26)."
3,165,8,23273170.56,100000004156082100;100000003016635100;100000005339662100;100000000706545100;100000005660203100,"165 узлов, 8 seed, внутр. оборот 23.3 млн ₸. Признаки консолидации: 04019124 получает от 3 плательщиков (seed: 2), дальше уходит 0%. Гипотеза: точка сбора выручки от нижнего уровня. Ключевой узел: 04156082 (distributor, 5→26)."
4,141,0,29576076.1,100000000331309100;100000001330685100;100000000332284100;100000008560717100;100000008413748100,"141 узлов, 0 seed, внутр. оборот 29.6 млн ₸. Признаки ядра сети: 1 координатор(а) (00331309) одновременно собирают и раздают средства, связаны с другими ключевыми узлами; 3 узлов в возвратных циклах. Гипотеза: центр управления потоками/обналичивания — проверять первым. Ключевой узел: 00331309 (coordinator, 5→99)."
5,115,5,17884662.0,100000003684369100;100000008748914100;100000001072022100;100000007777377100;100000003299365100,"115 узлов, 5 seed, внутр. оборот 17.9 млн ₸. Признаки ядра сети: 1 координатор(а) (03684369) одновременно собирают и раздают средства, связаны с другими ключевыми узлами; 6 узлов в возвратных циклах. Гипотеза: центр управления потоками/обналичивания — проверять первым. Ключевой узел: 03684369 (coordinator, 24→62)."
6,75,2,13520812.61,100000002838861100;100000002894076100;100000001162560100;100000006972210100;100000003071930100,"75 узлов, 2 seed, внутр. оборот 13.5 млн ₸. Признаки консолидации: 06972210 получает от 3 плательщиков (seed: 3), дальше уходит 0%. Гипотеза: точка сбора выручки от нижнего уровня. Ключевой узел: 02838861 (consolidator, 5→1)."
7,62,13,7568614.0,100000000343175100;100000005382566100;100000003635170100;100000004041163100;100000001463701100,"62 узлов, 13 seed, внутр. оборот 7.6 млн ₸. Признаки ядра сети: 1 координатор(а) (00343175) одновременно собирают и раздают средства, связаны с другими ключевыми узлами; 13 узлов в возвратных циклах. Гипотеза: центр управления потоками/обналичивания — проверять первым. Ключевой узел: 00343175 (coordinator, 8→31)."
8,66,3,7240795.0,100000004015047100;100000008748408100;100000005514161100;100000001616816100;100000006788200100,"66 узлов, 3 seed, внутр. оборот 7.2 млн ₸. Признаки консолидации: 04015047 получает от 9 плательщиков (seed: 3), дальше уходит 8%. Гипотеза: точка сбора выручки от нижнего уровня. Ключевой узел: 04015047 (consolidator, 9→1)."
9,66,0,11526279.53,100000001857829100;100000003880331100;100000006977207100;100000003035737100;100000007908818100,"66 узлов, 0 seed, внутр. оборот 11.5 млн ₸. Признаки ядра сети: 1 координатор(а) (01857829) одновременно собирают и раздают средства, связаны с другими ключевыми узлами; 3 узлов в возвратных циклах. Гипотеза: центр управления потоками/обналичивания — проверять первым. Ключевой узел: 01857829 (coordinator, 6→16)."
10,54,3,12056264.8,100000000437046100;100000006889963100;100000008637537100;100000001732159100;100000004759121100,"54 узлов, 3 seed, внутр. оборот 12.1 млн ₸. Признаки ядра сети: 1 координатор(а) (00437046) одновременно собирают и раздают средства, связаны с другими ключевыми узлами; 9 узлов в возвратных циклах. Гипотеза: центр управления потоками/обналичивания — проверять первым. Ключевой узел: 00437046 (coordinator, 9→42)."
11,54,0,16858436.0,100000005242320100;100000007442518100;100000000673868100;100000008258083100;100000002670860100,"54 узлов, 0 seed, внутр. оборот 16.9 млн ₸. Признаки веерного распределения: 05242320 рассылает 8.9 млн ₸ на 21 получателей, 95% из них — конечные/периферия. Гипотеза: выплаты исполнителям или обнал через дропов. Ключевой узел: 05242320 (distributor, 2→21)."
12,150,1,5518694.0,100000001697501100;100000002527114100;100000001166289100;100000002733905100;100000003942602100,"150 узлов, 1 seed, внутр. оборот 5.5 млн ₸. Признаки веерного распределения: 02527114 рассылает 3.3 млн ₸ на 111 получателей, 98% из них — конечные/периферия. Гипотеза: выплаты исполнителям или обнал через дропов. Ключевой узел: 01697501 (distributor, 3→38)."
13,58,3,6630000.0,100000008346837100;100000005074393100;100000005882013100;100000006424479100;100000008603331100,"58 узлов, 3 seed, внутр. оборот 6.6 млн ₸. Признаки ядра сети: 1 координатор(а) (08346837) одновременно собирают и раздают средства, связаны с другими ключевыми узлами; 8 узлов в возвратных циклах. Гипотеза: центр управления потоками/обналичивания — проверять первым. Ключевой узел: 08346837 (coordinator, 9→25)."
14,56,0,7308069.0,100000003242289100;100000004351795100;100000006225798100;100000008512552100;100000003159641100,"56 узлов, 0 seed, внутр. оборот 7.3 млн ₸. Признаки веерного распределения: 03242289 рассылает 2.4 млн ₸ на 23 получателей, 83% из них — конечные/периферия. Гипотеза: выплаты исполнителям или обнал через дропов. Ключевой узел: 03242289 (distributor, 3→23)."
15,69,0,5204649.67,100000005704413100;100000005578559100;100000006707582100;100000007998965100;100000008545727100,"69 узлов, 0 seed, внутр. оборот 5.2 млн ₸. Признаки веерного распределения: 05704413 рассылает 1.4 млн ₸ на 32 получателей, 88% из них — конечные/периферия. Гипотеза: выплаты исполнителям или обнал через дропов. Ключевой узел: 05704413 (distributor, 3→32)."
16,59,4,12359152.84,100000005933757100;100000004159526100;100000002605308100;100000001937767100;100000002963189100,"59 узлов, 4 seed, внутр. оборот 12.4 млн ₸. Признаки веерного распределения: 05933757 рассылает 3 млн ₸ на 34 получателей, 91% из них — конечные/периферия. Гипотеза: выплаты исполнителям или обнал через дропов. Ключевой узел: 05933757 (distributor, 4→34)."
